id,created_at,updated_at,TR_TARGET_ID,DRUG_ID,INTEGRITY_PATENT_ID,TARGET_NAME,DRUG_NAME,PRODUCT_CATEGORY,MOLECULAR_MECHANISM,CELLULAR_MECHANISM,UNDER_ACTIVE_DEVELOPMENT,HIGHEST_PHASE,INACTIVE_CONDITIONS,ORIGINATOR_ORGANIZATION,INACTIVE_ORGANIZATION,ACTIVE_CONDITIONS,SMILES,SEQUENCE,CAS_NUMBER,CORTELLIS_ID,ACTIVE_ORGANIZATION
1531,2016-04-05 22:59:37.968966,2016-04-05 22:59:37.968966,190103944952923,860241,,Serine/threonine-protein kinase pim-1,860241,Null,"Pim-3 Kinase Inhibitors
Pim-1 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,Cancer,Keimyung University,Keimyung University,,CCN(CC)CCCNc1cc(nc(n1)N)c2ccc3c(c2)c(c[nH]3)c4ccnc(n4)N,,,Null,
1532,2016-04-05 22:59:37.976507,2016-04-05 22:59:37.976507,190103944952923,860240,,Serine/threonine-protein kinase pim-1,860240,Null,"Pim-3 Kinase Inhibitors
Pim-1 Kinase Inhibitors
Pim-2 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,Cancer,Keimyung University,Keimyung University,,CCN(CC)CCCOc1cc(nc(n1)N)c2ccc3c(c2)c(c[nH]3)c4ccnc(n4)N,,,Null,
1533,2016-04-05 22:59:37.982515,2016-04-05 22:59:37.982515,190103944952923,860238,,Serine/threonine-protein kinase pim-1,860238,Null,"Pim-3 Kinase Inhibitors
Pim-1 Kinase Inhibitors
Pim-2 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,Cancer,Keimyung University,Keimyung University,,CN(C)CCCOc1cc(nc(n1)N)c2ccc3c(c2)c(c[nH]3)c4ccnc(n4)N,,,Null,
1534,2016-04-05 22:59:37.987489,2016-04-05 22:59:37.987489,190103944952923,859438,373554,Serine/threonine-protein kinase pim-1,859438,Null,"Pim-1 Kinase Inhibitors
Pim-2 Kinase Inhibitors",Signal Transduction Modulators,N,Preclinical,Cancer,Amgen,Amgen,,c1cc2c(cc1c3nnc(o3)N)c(c[nH]2)c4nccc(n4)C5CC5,,,Null,
1535,2016-04-05 22:59:37.994342,2016-04-05 22:59:37.994342,190103944952923,859436,373554,Serine/threonine-protein kinase pim-1,859436,Null,"Pim-2 Kinase Inhibitors
Pim-1 Kinase Inhibitors",Signal Transduction Modulators,N,Preclinical,Cancer,Amgen,Amgen,,CC(C)Nc1nnc(o1)c2ccc3c(c2)c(c[nH]3)c4nccc(n4)C5CC5,,,Null,
1536,2016-04-05 22:59:37.999547,2016-04-05 22:59:37.999547,190103944952923,859432,373554,Serine/threonine-protein kinase pim-1,859432,Null,"Pim-1 Kinase Inhibitors
Pim-2 Kinase Inhibitors",Signal Transduction Modulators,N,Preclinical,Cancer,Amgen,Amgen,,CC(C)(C)Nc1nnc(o1)c2ccc3c(c2)c(c[nH]3)c4nccc(n4)C5CC5,,,Null,
1537,2016-04-05 22:59:38.004374,2016-04-05 22:59:38.004374,190103944952923,859177,473539,Serine/threonine-protein kinase pim-1,859177,Null,"Pim-3 Kinase Inhibitors
Pim-1 Kinase Inhibitors
Pim-2 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,"Cancer
Rheumatoid arthritis
Inflammatory bowel disease",Novartis,Novartis,,C[C@H]1C[C@H](C[C@H]([C@H]1O)N)c2ccncc2Nc3ncc4n3nc(cc4)c5c(cc(cc5F)CCO)F,,,Null,
1538,2016-04-05 22:59:38.011898,2016-04-05 22:59:38.011898,190103944952923,859176,473539,Serine/threonine-protein kinase pim-1,859176,Null,"Pim-3 Kinase Inhibitors
Pim-1 Kinase Inhibitors
Pim-2 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,"Cancer
Rheumatoid arthritis
Inflammatory bowel disease",Novartis,Novartis,,C[C@H]1C[C@H](C[C@H]([C@H]1O)N)c2ccncc2Nc3ncc4n3nc(cc4)c5c(cc(cc5F)C(C)(C)O)F,,,Null,
1539,2016-04-05 22:59:38.017579,2016-04-05 22:59:38.017579,190103944952923,859175,473539,Serine/threonine-protein kinase pim-1,859175,Null,"Pim-3 Kinase Inhibitors
Pim-1 Kinase Inhibitors
Pim-2 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,"Cancer
Rheumatoid arthritis
Inflammatory bowel disease",Novartis,Novartis,,C[C@H]1C[C@H](C[C@H]([C@H]1O)N)c2ccncc2Nc3ncc4n3nc(cc4)c5c(cc(cc5F)COC)F,,,Null,
1540,2016-04-05 22:59:38.022729,2016-04-05 22:59:38.022729,190103944952923,859174,473539,Serine/threonine-protein kinase pim-1,859174,Null,"Pim-3 Kinase Inhibitors
Pim-1 Kinase Inhibitors
Pim-2 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,"Cancer
Rheumatoid arthritis
Inflammatory bowel disease",Novartis,Novartis,,CC(C)(c1cc(c(c(c1)F)c2ccc3cnc(n3n2)Nc4cnccc4[C@@H]5CCC[C@@H](C5)N)F)O,,,Null,
1541,2016-04-05 22:59:38.030978,2016-04-05 22:59:38.030978,190103944952923,859172,473539,Serine/threonine-protein kinase pim-1,859172,Null,"Pim-3 Kinase Inhibitors
Pim-1 Kinase Inhibitors
Pim-2 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,"Cancer
Rheumatoid arthritis
Inflammatory bowel disease",Novartis,Novartis,,c1cc(nn2c1cnc2Nc3cnccc3[C@@H]4CCC[C@@H](C4)N)c5c(cc(cc5F)OCCO)F,,,Null,
1542,2016-04-05 22:59:38.036796,2016-04-05 22:59:38.036796,190103944952923,859162,473539,Serine/threonine-protein kinase pim-1,859162,Null,"Pim-3 Kinase Inhibitors
Pim-1 Kinase Inhibitors
Pim-2 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,"Cancer
Rheumatoid arthritis
Inflammatory bowel disease",Novartis,Novartis,,C[C@H]1C[C@H](C[C@H]([C@@H]1O)N)c2ccncc2Nc3ncc4n3nc(cc4)c5c(cc(cc5F)OCCOC)F.C(=O)(C(F)(F)F)O,,,Null,
1543,2016-04-05 22:59:38.044350,2016-04-05 22:59:38.044350,190103944952923,859160,473539,Serine/threonine-protein kinase pim-1,859160,Null,"Pim-3 Kinase Inhibitors
Pim-1 Kinase Inhibitors
Pim-2 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,"Cancer
Rheumatoid arthritis
Inflammatory bowel disease",Novartis,Novartis,,COc1cc(c(c(c1)F)c2ccc3cnc(n3n2)Nc4cnccc4[C@@H]5CCC[C@@H](C5)N)F,,,Null,
1544,2016-04-05 22:59:38.048269,2016-04-05 22:59:38.048269,190103944952923,859157,473539,Serine/threonine-protein kinase pim-1,859157,Null,"Pim-3 Kinase Inhibitors
Pim-1 Kinase Inhibitors
Pim-2 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,"Cancer
Rheumatoid arthritis
Inflammatory bowel disease",Novartis,Novartis,,c1cc(nn2c1cnc2Nc3cnccc3[C@@H]4CCC[C@@H](C4)N)c5c(cc(cc5F)C6(CCCC6)O)F,,,Null,
1545,2016-04-05 22:59:38.052202,2016-04-05 22:59:38.052202,190103944952923,857783,391499,Serine/threonine-protein kinase pim-1,857783,Null,"Pim-3 Kinase Inhibitors
Pim-1 Kinase Inhibitors
Pim-2 Kinase Inhibitors",Signal Transduction Modulators,N,Preclinical,Cancer,Roche,Roche,,Cc1ccc(nc1N2CCC[C@@H](C2)N)c3c4cc(ncc4[nH]n3)c5cccnc5,,,Null,
1546,2016-04-05 22:59:38.056623,2016-04-05 22:59:38.056623,190103944952923,857781,440595,Serine/threonine-protein kinase pim-1,857781,Null,"Pim-3 Kinase Inhibitors
Pim-1 Kinase Inhibitors",Signal Transduction Modulators,N,Preclinical,Cancer,Roche,Roche,,Cc1cncc(n1)c2cc3c(cn2)cnn3c4ccc(c(n4)N5CCC[C@@H](C5)N)OC,,,Null,
1547,2016-04-05 22:59:38.065029,2016-04-05 22:59:38.065029,190103944952923,855688,453088,Serine/threonine-protein kinase pim-1,GDC-0339,Null,"Pim-3 Kinase Inhibitors
Pim-1 Kinase Inhibitors
Pim-2 Kinase Inhibitors",Signal Transduction Modulators,N,Preclinical,Cancer,Genentech,Genentech,,Cn1c(c(cn1)NC(=O)c2c(sc(n2)c3c(cccc3F)F)N)N4CC[C@H]([C@@H](CC4)F)N,,,Null,
1548,2016-04-05 22:59:38.070311,2016-04-05 22:59:38.070311,190103944952923,851037,469053,Serine/threonine-protein kinase pim-1,851037,Null,"Src Kinase Inhibitors
IGF-1R Inhibitors
ALK Inhibitors
VEGFR-2 (FLK-1/KDR) Inhibitors
AXL Kinase Inhibitors
Focal Adhesion Kinase (FAK) Inhibitors
Pim-1 Kinase Inhibitors","Signal Transduction Modulators
Angiogenesis Inhibitors",N,Biological Testing,Cancer,KTB Tumorforschungs,KTB Tumorforschungs,,c1cc(ccc1c2nnc(o2)Sc3c4c(cc(s4)c5ccc(cc5)F)ncn3)C(F)(F)F,,,Null,
1549,2016-04-05 22:59:38.076128,2016-04-05 22:59:38.076128,190103944952923,851022,,Serine/threonine-protein kinase pim-1,851022,Null,"Pim-3 Kinase Inhibitors
Pim-1 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,Cancer,"Sunchon National University
Keimyung University","Sunchon National University
Keimyung University",,CN(C)CCCOc1cncc(n1)c2ccc3c(c2)c(c[nH]3)c4ccnc(n4)N,,,Null,
1550,2016-04-05 22:59:38.083014,2016-04-05 22:59:38.083014,190103944952923,851019,,Serine/threonine-protein kinase pim-1,851019,Null,"Pim-3 Kinase Inhibitors
Pim-1 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,Cancer,"Sunchon National University
Keimyung University","Sunchon National University
Keimyung University",,CN(C)CCNc1cncc(n1)c2ccc3c(c2)c(c[nH]3)c4ccnc(n4)N,,,Null,
1551,2016-04-05 22:59:38.088391,2016-04-05 22:59:38.088391,190103944952923,851014,,Serine/threonine-protein kinase pim-1,851014,Null,"Pim-3 Kinase Inhibitors
Pim-1 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,Cancer,"Sunchon National University
Keimyung University","Sunchon National University
Keimyung University",,CCOc1cncc(n1)c2ccc3c(c2)c(c[nH]3)c4ccnc(n4)N,,,Null,
1552,2016-04-05 22:59:38.096544,2016-04-05 22:59:38.096544,190103944952923,848285,463994,Serine/threonine-protein kinase pim-1,848285,Null,"PAS Domain-Containing Serine/Threonine-Protein Kinase (PASK) Inhibitors
Casein Kinase II (CK2) Inhibitors
Pim-1 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,"Cancer
Metabolic Diseases
Obesity
Diabetes type 2
Hypertriglyceridemia
Insulin resistance
Hepatic steatosis",Bioenergenix,Bioenergenix,,Cc1cnc(o1)c2cnn3c2[nH]c(cc3=O)c4ccc(c(c4)OC)Cl,,,Null,
1553,2016-04-05 22:59:38.102155,2016-04-05 22:59:38.102155,190103944952923,848282,182169,Serine/threonine-protein kinase pim-1,Liposomal mitoxantrone hydrochloride,Liposomes,"DNA Topoisomerase II Inhibitors
DNA-Intercalating Drugs
HCV NS3 NS4A Protease Inhibitors
Pim-1 Kinase Inhibitors",Signal Transduction Modulators,Y,Phase II,"Cancer, solid tumor",CSPC Zhongqi Pharmaceutical Technology,,"Cancer, breast
Cutaneous T-cell lymphoma
Lymphoma, diffuse large B-cell
T-cell lymphoma, peripheral",,,,Null,CSPC Zhongqi Pharmaceutical Technology
1554,2016-04-05 22:59:38.108638,2016-04-05 22:59:38.108638,190103944952923,845851,459446,Serine/threonine-protein kinase pim-1,845851,Null,"Pim-2 Kinase Inhibitors
Pim-1 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,Cancer,Sanofi,Sanofi,,CCN1CCc2cc(ncc2C1)c3ccc4c(c3)c(c[nH]4)c5cc(=O)n6c(n5)N(C(C6)(C)C)C(C)C,,,Null,
1555,2016-04-05 22:59:38.116199,2016-04-05 22:59:38.116199,190103944952923,845850,459446,Serine/threonine-protein kinase pim-1,845850,Null,"Pim-2 Kinase Inhibitors
Pim-1 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,Cancer,Sanofi,Sanofi,,CC(C)N1CCc2cc(ncc2C1)c3ccc4c(c3)c(c[nH]4)c5cc(=O)n6c(n5)N(C(C6)(C)C)C(C)C,,,Null,
1556,2016-04-05 22:59:38.121266,2016-04-05 22:59:38.121266,190103944952923,845848,459446,Serine/threonine-protein kinase pim-1,845848,Null,"Pim-2 Kinase Inhibitors
Pim-1 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,Cancer,Sanofi,Sanofi,,CCNCc1cc(cnc1)c2ccc3c(c2)c(c[nH]3)c4cc(=O)n5c(n4)N(C(C5)(C)C)C(C)C,,,Null,
1557,2016-04-05 22:59:38.127250,2016-04-05 22:59:38.127250,190103944952923,845845,459446,Serine/threonine-protein kinase pim-1,845845,Null,"Pim-2 Kinase Inhibitors
Pim-1 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,Cancer,Sanofi,Sanofi,,CC(C)NCc1ccc(nc1)c2ccc3c(c2)c(c[nH]3)c4cc(=O)n5c(n4)N(C(C5)(C)C)C(C)(C)C,,,Null,
1558,2016-04-05 22:59:38.133708,2016-04-05 22:59:38.133708,190103944952923,845835,459446,Serine/threonine-protein kinase pim-1,845835,Null,"Pim-2 Kinase Inhibitors
Pim-1 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,Cancer,Sanofi,Sanofi,,CCN1CCc2cc(ccc2C1)c3ccc4c(c3)c(c[nH]4)c5cc(=O)n6c(n5)N(C(C6)(C)C)C(C)C,,,Null,
1559,2016-04-05 22:59:38.140973,2016-04-05 22:59:38.140973,190103944952923,845830,459446,Serine/threonine-protein kinase pim-1,845830,Null,"Pim-2 Kinase Inhibitors
Pim-1 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,Cancer,Sanofi,Sanofi,,CCN1Cc2cc(ccc2CC1C)c3ccc4c(c3)c(c[nH]4)c5cc(=O)n6c(n5)N(C(C6)(C)C)C(C)C,,,Null,
1560,2016-04-05 22:59:38.149189,2016-04-05 22:59:38.149189,190103944952923,845826,459446,Serine/threonine-protein kinase pim-1,845826,Null,"Pim-2 Kinase Inhibitors
Pim-1 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,Cancer,Sanofi,Sanofi,,CC1(Cn2c(=O)cc(nc2N1C(C)(C)C)c3c[nH]c4c3cc(cc4)c5ccc(cn5)CNC(C)(C)C)C,,,Null,
1561,2016-04-05 22:59:38.155020,2016-04-05 22:59:38.155020,190103944952923,842544,450876,Serine/threonine-protein kinase pim-1,842544,Null,"Pim-3 Kinase Inhibitors
Pim-1 Kinase Inhibitors
Pim-2 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,"Cancer
Rheumatoid arthritis
Inflammatory bowel disease",Novartis,Novartis,,C[C@H]1CN(C[C@H]([C@@H]1O)N)c2ccncc2NC(=O)c3c(sc(n3)c4c(cc(cc4F)OC(C)C)F)N,,,Null,
1562,2016-04-05 22:59:38.162306,2016-04-05 22:59:38.162306,190103944952923,842543,450876,Serine/threonine-protein kinase pim-1,842543,Null,"Pim-3 Kinase Inhibitors
Pim-1 Kinase Inhibitors
Pim-2 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,"Cancer
Rheumatoid arthritis
Inflammatory bowel disease",Novartis,Novartis,,C[C@H]1CN(C[C@H]([C@@H]1O)N)c2ccncc2NC(=O)c3c(sc(n3)c4c(cc(cc4F)OC)F)N,,,Null,
1563,2016-04-05 22:59:38.167569,2016-04-05 22:59:38.167569,190103944952923,842536,450876,Serine/threonine-protein kinase pim-1,842536,Null,"Pim-3 Kinase Inhibitors
Pim-1 Kinase Inhibitors
Pim-2 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,"Cancer
Rheumatoid arthritis
Inflammatory bowel disease",Novartis,Novartis,,C[C@H]1CN(C[C@H]([C@@H]1O)N)c2ccncc2NC(=O)c3c(sc(n3)c4c(cc(cc4F)C5(CCOCC5)F)F)N,,,Null,
1564,2016-04-05 22:59:38.173601,2016-04-05 22:59:38.173601,190103944952923,842523,450877,Serine/threonine-protein kinase pim-1,842523,Null,"Pim-3 Kinase Inhibitors
Pim-1 Kinase Inhibitors
Pim-2 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,"Cancer
Rheumatoid arthritis
Inflammatory bowel disease",Novartis,Novartis,,CC1=C[C@@H](C[C@@H](C1)c2ccncc2NC(=O)c3c(sc(n3)c4c(cccc4F)F)N)N,,,Null,
1565,2016-04-05 22:59:38.181587,2016-04-05 22:59:38.181587,190103944952923,842522,450877,Serine/threonine-protein kinase pim-1,842522,Null,"Pim-3 Kinase Inhibitors
Pim-1 Kinase Inhibitors
Pim-2 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,"Cancer
Rheumatoid arthritis
Inflammatory bowel disease",Novartis,Novartis,,CC1=C[C@@H](C[C@@H](C1)c2ccncc2NC(=O)c3ccc(c(n3)c4c(cc(cc4F)C5(CCOCC5)O)F)F)N,,,Null,
1566,2016-04-05 22:59:38.189161,2016-04-05 22:59:38.189161,190103944952923,842521,450877,Serine/threonine-protein kinase pim-1,842521,Null,"Pim-3 Kinase Inhibitors
Pim-1 Kinase Inhibitors
Pim-2 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,"Cancer
Rheumatoid arthritis
Inflammatory bowel disease",Novartis,Novartis,,CC1=C[C@@H](C[C@@H](C1)c2ccncc2NC(=O)c3ccc(c(n3)c4c(cc(cc4F)C5(CCC5)O)F)F)N,,,Null,
1567,2016-04-05 22:59:38.196535,2016-04-05 22:59:38.196535,190103944952923,842520,450877,Serine/threonine-protein kinase pim-1,842520,Null,"Pim-3 Kinase Inhibitors
Pim-1 Kinase Inhibitors
Pim-2 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,"Cancer
Rheumatoid arthritis
Inflammatory bowel disease",Novartis,Novartis,,CCOCc1cc(c(c(c1)F)c2c(ccc(n2)C(=O)Nc3cnccc3[C@H]4C[C@H](C=C(C4)C)N)F)F,,,Null,
1568,2016-04-05 22:59:38.201227,2016-04-05 22:59:38.201227,190103944952923,842519,450877,Serine/threonine-protein kinase pim-1,842519,Null,"Pim-3 Kinase Inhibitors
Pim-1 Kinase Inhibitors
Pim-2 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,"Cancer
Rheumatoid arthritis
Inflammatory bowel disease",Novartis,Novartis,,CC1=C[C@@H](C[C@@H](C1)c2ccncc2NC(=O)c3c(cc(c(n3)c4c(cccc4F)F)F)N)N,,,Null,
1569,2016-04-05 22:59:38.206538,2016-04-05 22:59:38.206538,190103944952923,839566,445856,Serine/threonine-protein kinase pim-1,839566,Null,"Pim-1 Kinase Inhibitors
Pim-2 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,Cancer,Amgen,Amgen,,Cc1c2nc3c(cccc3n1)-c4cc5c([nH]4)[C@@H](CCCCN2)CNC5=O,,,Null,
1570,2016-04-05 22:59:38.212360,2016-04-05 22:59:38.212360,190103944952923,839557,445856,Serine/threonine-protein kinase pim-1,839557,Null,"Pim-1 Kinase Inhibitors
Pim-2 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,Cancer,Amgen,Amgen,,Cc1c2nc3c(cccc3n1)-c4cc5c([nH]4)[C@@H](C/C=C/[C@H](N2)C)CNC5=O,,,Null,
1571,2016-04-05 22:59:38.217062,2016-04-05 22:59:38.217062,190103944952923,839556,445856,Serine/threonine-protein kinase pim-1,839556,Null,"Pim-2 Kinase Inhibitors
Pim-1 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,Cancer,Amgen,Amgen,,Cc1c2nc3c(cccc3n1)-c4cc5c([nH]4)[C@@H](C/C=C(\CN2)/C)CNC5=O,,,Null,
1572,2016-04-05 22:59:38.221215,2016-04-05 22:59:38.221215,190103944952923,839555,445856,Serine/threonine-protein kinase pim-1,839555,Null,"Pim-1 Kinase Inhibitors
Pim-2 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,Cancer,Amgen,Amgen,,C/C/1=C\C[C@@H]2CNC(=O)c3c2[nH]c(c3)-c4cccc5c4nc(cn5)NC1,,,Null,
1573,2016-04-05 22:59:38.226274,2016-04-05 22:59:38.226274,190103944952923,839553,445856,Serine/threonine-protein kinase pim-1,839553,Null,"Pim-1 Kinase Inhibitors
Pim-2 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,Cancer,Amgen,Amgen,,Cc1c2nc3c(cccc3n1)-c4cc5c([nH]4)[C@@H](C/C=C(/CN2)\C)CNC5=O,,,Null,
1574,2016-04-05 22:59:38.230849,2016-04-05 22:59:38.230849,190103944952923,839552,445856,Serine/threonine-protein kinase pim-1,839552,Null,"Pim-1 Kinase Inhibitors
Pim-2 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,Cancer,Amgen,Amgen,,Cc1c2nc3c(cccc3n1)-c4cc5c([nH]4)C(C/C=C(/CN2)\C)CNC5=O,,,Null,
1575,2016-04-05 22:59:38.235508,2016-04-05 22:59:38.235508,190103944952923,839549,445856,Serine/threonine-protein kinase pim-1,839549,Null,"Pim-1 Kinase Inhibitors
Pim-2 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,Cancer,Amgen,Amgen,,Cc1c2nc3c(cccc3n1)-c4cc5c([nH]4)[C@@H](C/C=C/CN2)CNC5=O,,,Null,
1576,2016-04-05 22:59:38.240494,2016-04-05 22:59:38.240494,190103944952923,839546,445856,Serine/threonine-protein kinase pim-1,839546,Null,"Pim-1 Kinase Inhibitors
Pim-2 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,Cancer,Amgen,Amgen,,Cc1c2nc3c(cccc3n1)-c4cc5c([nH]4)[C@@H](C/C=C\CN2)CNC5=O,,,Null,
1577,2016-04-05 22:59:38.245416,2016-04-05 22:59:38.245416,190103944952923,838987,,Serine/threonine-protein kinase pim-1,838987,Alkaloids,"Dual-Specificity Tyrosine-(Y)-Phosphorylation Regulated Kinase 1A (DYRK1A) Inhibitors
Glycogen Synthase Kinase 3 beta (GSK-3beta; tau Protein Kinase I) Inhibitors
Glycogen Synthase Kinase 3 alpha (GSK-3alpha) Inhibitors
Pim-1 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,Cancer,ManRos Therapeutics,ManRos Therapeutics,,Cc1cc(c(cc1c2c3c4cc(c(cc4oc(=O)c3n5c2c6cc(c(cc6cc5)O)OC)O)OC)O)OC,,,Null,
1578,2016-04-05 22:59:38.249585,2016-04-05 22:59:38.249585,190103944952923,838259,,Serine/threonine-protein kinase pim-1,(aR)-16-methyllamellarin N,Alkaloids,"CDK1/Cyclin B Inhibitors
Dual-Specificity Tyrosine-(Y)-Phosphorylation Regulated Kinase 1A (DYRK1A) Inhibitors
Glycogen Synthase Kinase 3 beta (GSK-3beta; tau Protein Kinase I) Inhibitors
CDK2/Cyclin A Inhibitors
CDK5/p25 Inhibitors
Glycogen Synthase Kinase 3 alpha (GSK-3alpha) Inhibitors
Pim-1 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,Cancer,ManRos Therapeutics,ManRos Therapeutics,,Cc1cc(c(cc1c2c3c4cc(c(cc4oc(=O)c3n5c2c6cc(c(cc6cc5)O)OC)O)OC)O)OC,,,Null,
1579,2016-04-05 22:59:38.254049,2016-04-05 22:59:38.254049,190103944952923,832883,435688,Serine/threonine-protein kinase pim-1,832883,Null,"Pim-3 Kinase Inhibitors
Pim-2 Kinase Inhibitors
Pim-1 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,"Cancer
Rheumatoid arthritis
Inflammatory bowel disease",Novartis,Novartis,,C[C@H]1C[C@H](C[C@H]([C@H]1OCCC#N)N)c2ccncc2NC(=O)c3c(cc(c(n3)c4c(cccc4F)F)F)N,,,Null,
1580,2016-04-05 22:59:38.258724,2016-04-05 22:59:38.258724,190103944952923,832882,435688,Serine/threonine-protein kinase pim-1,832882,Null,"Pim-3 Kinase Inhibitors
Pim-2 Kinase Inhibitors
Pim-1 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,"Cancer
Rheumatoid arthritis
Inflammatory bowel disease",Novartis,Novartis,,C[C@H]1C[C@H](C[C@H]([C@H]1OCCC#N)N)c2ccncc2NC(=O)c3ccc(c(n3)c4c(cc(cc4F)C5(CCOCC5)F)F)F,,,Null,
1581,2016-04-05 22:59:38.262757,2016-04-05 22:59:38.262757,190103944952923,832880,435688,Serine/threonine-protein kinase pim-1,832880,Null,"Pim-3 Kinase Inhibitors
Pim-2 Kinase Inhibitors
Pim-1 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,"Cancer
Rheumatoid arthritis
Inflammatory bowel disease",Novartis,Novartis,,C[C@H]1C[C@H](C[C@H]([C@H]1OCCS(=O)(=O)C)N)c2ccncc2NC(=O)c3c(cc(c(n3)c4c(cccc4F)F)F)N,,,Null,
1582,2016-04-05 22:59:38.266742,2016-04-05 22:59:38.266742,190103944952923,832879,435688,Serine/threonine-protein kinase pim-1,832879,Null,"Pim-3 Kinase Inhibitors
Pim-2 Kinase Inhibitors
Pim-1 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,"Cancer
Rheumatoid arthritis
Inflammatory bowel disease",Novartis,Novartis,,C[C@H]1C[C@H](C[C@H]([C@@H]1OC)N)c2ccncc2NC(=O)c3ccc(c(n3)c4c(cc(cc4F)C5(CCC5)O)F)F,,,Null,
1583,2016-04-05 22:59:38.270561,2016-04-05 22:59:38.270561,190103944952923,832874,435688,Serine/threonine-protein kinase pim-1,832874,Null,"Pim-3 Kinase Inhibitors
Pim-2 Kinase Inhibitors
Pim-1 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,"Cancer
Rheumatoid arthritis
Inflammatory bowel disease",Novartis,Novartis,,C[C@H]1C[C@H](C[C@H]([C@@H]1OC)N)c2ccncc2NC(=O)c3ccc(c(n3)c4c(cc(cc4F)OC5CCOCC5)F)F,,,Null,
1584,2016-04-05 22:59:38.274727,2016-04-05 22:59:38.274727,190103944952923,832873,435688,Serine/threonine-protein kinase pim-1,832873,Null,"Pim-3 Kinase Inhibitors
Pim-2 Kinase Inhibitors
Pim-1 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,"Cancer
Rheumatoid arthritis
Inflammatory bowel disease",Novartis,Novartis,,C[C@H]1CN(C[C@H]([C@H]1n2ccnn2)N)c3ccncc3NC(=O)c4ccc(c(n4)c5c(cc(cc5F)OCCOC)F)F,,,Null,
1585,2016-04-05 22:59:38.279153,2016-04-05 22:59:38.279153,190103944952923,832872,435688,Serine/threonine-protein kinase pim-1,832872,Null,"Pim-3 Kinase Inhibitors
Pim-2 Kinase Inhibitors
Pim-1 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,"Cancer
Rheumatoid arthritis
Inflammatory bowel disease",Novartis,Novartis,,C[C@H]1CN(C[C@H]([C@H]1NC(=O)OC)N)c2ccncc2NC(=O)c3c(cc(c(n3)c4c(cccc4F)F)F)N,,,Null,
1586,2016-04-05 22:59:38.283369,2016-04-05 22:59:38.283369,190103944952923,830442,,Serine/threonine-protein kinase pim-1,830442,Null,"Pim-3 Kinase Inhibitors
Pim-1 Kinase Inhibitors
Pim-2 Kinase Inhibitors",Signal Transduction Modulators,N,Biological Testing,Cancer,Merck & Co.,Merck & Co.,,Cc1nnc(o1)c2cccc(c2)c3cnn4c3nc(cc4)NCCN,,,Null,
